PROFESION;SEDE DE ADJUDICACIÓN;N° PLAZAS;"DIRESA
GERESA
DIRIS";INSTITUCION;DEPARTAMENTO;PROVINCIA;DISTRITO;GRADO DE DIFICULTAD;CODIGO;NOMBRE DE ESTABLECIMIENTO;CATEGORIA;PRESUPUESTO;ZAF (*);ZE (**);norte;este;direccion
QUIMICO FARMACEUTICO;SEDE CENTRAL;2;LIMA NORTE;MINSA;LIMA;LIMA;SAN MARTIN DE PORRES;GD-1;5811;INFANTAS;I-3;SIN PRESUPUESTO;NO;NO;-11947907;-77068188;CALLE SANTA MARINA 107 - URB JOSE DE SAN MARTIN
QUIMICO FARMACEUTICO;SEDE CENTRAL;1;LIMA NORTE;MINSA;LIMA;LIMA;SAN MARTIN DE PORRES;GD-1;5746;LOS LIBERTADORES;I-3;SIN PRESUPUESTO;NO;NO;-12006979;-770890663;AV LIBERTADOR DON JOSE DE SAN MARTIN Nº 1055 - ASOC. DE VIVIENDA LOS LIBERTADORES
QUIMICO FARMACEUTICO;SEDE CENTRAL;1;LIMA NORTE;MINSA;LIMA;LIMA;SAN MARTIN DE PORRES;GD-1;5805;MESA REDONDA;I-3;SIN PRESUPUESTO;NO;NO;-120043022;-770575097;JR SANCHEZ CERRO 295 - URB MESA REDONDA
QUIMICO FARMACEUTICO;SEDE CENTRAL;2;LIMA NORTE;MINSA;LIMA;LIMA;SAN MARTIN DE PORRES;GD-1;5742;MEXICO;I-4;SIN PRESUPUESTO;NO;NO;-119814397;-770969718;AV  DIEZ CANSECO Nº 3613 - URB CONDEVILLA
QUIMICO FARMACEUTICO;SEDE CENTRAL;1;LIMA NORTE;MINSA;LIMA;LIMA;SAN MARTIN DE PORRES;GD-1;5748;SAN MARTIN DE PORRES;I-3;SIN PRESUPUESTO;NO;NO;-120345295;-770549341;PASAJE LEONES Nº 115 - ASOC. PEDREGAL
QUIMICO FARMACEUTICO;SEDE CENTRAL;2;LIMA NORTE;MINSA;LIMA;LIMA;SAN MARTIN DE PORRES;GD-1;5804;VIRGEN DEL PILAR DE NARANJAL;I-3;SIN PRESUPUESTO;NO;NO;-119838236;-77062838;AV. LOS ALISOS Nº 397 - URB. NARANJAL
QUIMICO FARMACEUTICO;SEDE CENTRAL;3;LIMA NORTE;SANIDAD DE LA MARINA DE GUERRA DEL PERU;LIMA;LIMA;ANCON;GD-2;14685;POLICLINICO NAVAL DE ANCON;I-3;SIN PRESUPUESTO;NO;NO;-11749298;-77165688;AV. PANAMERICANA NORTE S/N KM 47.5
QUIMICO FARMACEUTICO;SEDE CENTRAL;1;LIMA NORTE;SANIDAD DE LA POLICIA NACIONAL DEL PERU;LIMA;LIMA;CARABAYLLO;GD-2;12664;POLICLÌNICO  DE LA  POLICÍA  NACIONAL DEL PERÙ CARABAYLLO - DEFENSORES DE LA DEMOCRACIA ;I-3;SIN PRESUPUESTO;NO;NO;-118916733;-770368364;MZ. G-1 LOTE 15 URB EDWIN VASQUEZ CAM
QUIMICO FARMACEUTICO;SEDE CENTRAL;2;LIMA NORTE;SANIDAD DE LA POLICIA NACIONAL DEL PERU;LIMA;LIMA;PUENTE PIEDRA;GD-3;12923;POSTA MEDICA POLICIAL ETS  ESCUELA PUENTE PIEDRA;I-2;SIN PRESUPUESTO;NO;NO;-1189620405;-7707488297;ALTURA KM 27.5 PANAMERICANA NORTE
QUIMICO FARMACEUTICO;SEDE CENTRAL;4;LIMA NORTE;SANIDAD DE LA POLICIA NACIONAL DEL PERU;LIMA;LIMA;RIMAC;GD-2;16094;"HOSPITAL PNP ""AUGUSTO B. LEGUIA""";II-1;SIN PRESUPUESTO;NO;NO;-120281717;-770193529;PSJE SAN GERMAN S/N CUADRA 2 - URB VILLACAMPA
QUIMICO FARMACEUTICO;SEDE CENTRAL;2;LIMA NORTE;SANIDAD DE LA POLICIA NACIONAL DEL PERU;LIMA;LIMA;SAN MARTIN DE PORRES;GD-1;12739;POLICLINICO POLICIAL SAN DIEGO;I-3;SIN PRESUPUESTO;NO;NO;-119416114;-770861634;MZ. T-1 S/N URB: SAN DIEGO KM.22.50 PANAMERICA NORTE
QUIMICO FARMACEUTICO;SEDE CENTRAL;2;LIMA NORTE;SANIDAD DEL EJERCITO DEL PERU;LIMA;LIMA;RIMAC;GD-2;13914;CENTRO DE SALUD MILITAR RIMAC;I-4;SIN PRESUPUESTO;NO;NO;-120282877;-77044228;AV. ELESPURU S/N FUERTE RAFAEL HOYOS RUBIO - RIMAC
QUIMICO FARMACEUTICO;SEDE CENTRAL;1;LIMA NORTE;SANIDAD DEL EJERCITO DEL PERU;LIMA;LIMA;RIMAC;GD-2;10409;ENFERMERÍA MILITAR DE LA 1RA BRIGADA MULTIPROPÓSITO;I-2;SIN PRESUPUESTO;NO;NO;-120282877;-77044228;ELESPURU S/N CUARTEL CASTILLA FUERTE HOYOS RUBIO- RIMAC
QUIMICO FARMACEUTICO;SEDE CENTRAL;1;LIMA REGION;GOBIERNO REGIONAL;LIMA;BARRANCA;PARAMONGA;GD-1;5701;"CENTRO DE SALUD PARAMONGA ""JOSÉ LUIS FLORES MALLQUI""";I-4;SIN PRESUPUESTO;NO;NO;-1067996333;-7781635;CALLE FRANCISCO VIDAL  S/N -URB. 7 DE JUNIO
QUIMICO FARMACEUTICO;SEDE CENTRAL;1;LIMA REGION;GOBIERNO REGIONAL;LIMA;BARRANCA;SUPE;GD-2;7636;HOSPITAL DE SUPE LAURA ESTHER RODRIGUEZ DULANTO;II-1;SIN PRESUPUESTO;NO;NO;-1079690607;-777172015;JR.  ALFONSO UGARTE Nº 350
QUIMICO FARMACEUTICO;SEDE CENTRAL;1;LIMA REGION;GOBIERNO REGIONAL;LIMA;CAÑETE;IMPERIAL;GD-2;6030;RAMOS LARREA;I-4;SIN PRESUPUESTO;NO;NO;-1305798604;-7635524246;URB. RAMOS LARREA MZ H LOTE 1 Y 2
QUIMICO FARMACEUTICO;SEDE CENTRAL;1;LIMA REGION;GOBIERNO REGIONAL;LIMA;CAÑETE;SAN VICENTE DE CAÑETE;GD-1;6040;SAN VICENTE;I-4;SIN PRESUPUESTO;NO;NO;-130746974;-763664883;AV. CIRCUNVALACION S/N
QUIMICO FARMACEUTICO;SEDE CENTRAL;2;LIMA REGION;GOBIERNO REGIONAL;LIMA;HUARAL;HUARAL;GD-2;7637;HOSPITAL SAN JUAN BAUTISTA HUARAL;II-2;SIN PRESUPUESTO;NO;NO;-1150329771;-7721380309;CALLE TACNA Nº 120 URB. SAN JUAN II
QUIMICO FARMACEUTICO;SEDE CENTRAL;2;LIMA REGION;GOBIERNO REGIONAL;LIMA;HUAROCHIRI;MATUCANA;GD-3;5850;HOSPITAL SAN JUAN DE MATUCANA;II-1;SIN PRESUPUESTO;NO;NO;0;0;LA FLORIDA
QUIMICO FARMACEUTICO;SEDE CENTRAL;1;LIMA REGION;GOBIERNO REGIONAL;LIMA;HUAROCHIRI;SAN ANTONIO;GD-2;7127;PEDRO ABRAHAM LOPEZ GUILLEN;I-4;SIN PRESUPUESTO;NO;NO;-1192307;-7696177833;MZ. A  LOTE 1 Y  2 CERCADO AV. PACHACUTEC  ANEXO 22  -JICAMARCA
QUIMICO FARMACEUTICO;SEDE CENTRAL;2;LIMA REGION;GOBIERNO REGIONAL;LIMA;HUAURA;CALETA DE CARQUIN;GD-2;5664;CARQUIN;I-2;SIN PRESUPUESTO;NO;NO;-1109082667;-7762739167;CALLE MANCO CAPAC Nº 296
QUIMICO FARMACEUTICO;SEDE CENTRAL;4;LIMA REGION;GOBIERNO REGIONAL;LIMA;HUAURA;HUACHO;GD-1;30794;CENTRO DE SALUD  MANZANARES;I-4;SIN PRESUPUESTO;NO;NO;-111286261;-776133144;14 DE NOVIEMBRE
QUIMICO FARMACEUTICO;SEDE CENTRAL;2;LIMA REGION;GOBIERNO REGIONAL;LIMA;HUAURA;HUALMAY;GD-2;5667;CAMPO ALEGRE;I-2;SIN PRESUPUESTO;NO;NO;-1110399167;-7761836167;AA.HH. EL PACIFICO A -13
QUIMICO FARMACEUTICO;SEDE CENTRAL;3;LIMA REGION;GOBIERNO REGIONAL;LIMA;HUAURA;HUALMAY;GD-2;32365;CENTRO DE SALUD HUALMAY;I-3;SIN PRESUPUESTO;NO;NO;-110946743;-776090959;ESTEBAN PICHILINGUE
QUIMICO FARMACEUTICO;SEDE CENTRAL;2;LIMA REGION;GOBIERNO REGIONAL;LIMA;HUAURA;HUALMAY;GD-2;5666;DOMINGO MANDAMIENTO;I-2;SIN PRESUPUESTO;NO;NO;-1109745333;-7759794;AV. DOMINGO MANDAMIENTO Nº 746
QUIMICO FARMACEUTICO;SEDE CENTRAL;2;LIMA REGION;GOBIERNO REGIONAL;LIMA;HUAURA;HUAURA;GD-2;5682;HUAURA;I-3;SIN PRESUPUESTO;NO;NO;-1106758897;-7759907866;AV. SAN FRANCISCO S/N HUAURA
QUIMICO FARMACEUTICO;SEDE CENTRAL;2;LIMA REGION;GOBIERNO REGIONAL;LIMA;HUAURA;HUAURA;GD-2;5686;SOCORRO;I-3;SIN PRESUPUESTO;NO;NO;-1107070039;-7760574933;AV. ANCASH S/N
QUIMICO FARMACEUTICO;SEDE CENTRAL;1;LIMA REGION;GOBIERNO REGIONAL;LIMA;HUAURA;SANTA MARIA;GD-2;5670;1RO DE MAYO;I-2;SIN PRESUPUESTO;NO;NO;-11119365;-7759054667;LOS PINOS I  ETAPA  S/N
QUIMICO FARMACEUTICO;SEDE CENTRAL;2;LIMA REGION;GOBIERNO REGIONAL;LIMA;HUAURA;SANTA MARIA;GD-2;5669;CHONTA;I-2;SIN PRESUPUESTO;NO;NO;-1108147781;-7758091365;AV. 28 DE JULIO Nº 1783
QUIMICO FARMACEUTICO;SEDE CENTRAL;2;LIMA REGION;GOBIERNO REGIONAL;LIMA;HUAURA;SAYAN;GD-2;5774;9 DE OCTUBRE;I-3;SIN PRESUPUESTO;NO;NO;-1121656333;-7741283167;CENTRO POBLADO 9 DE OCTUBRE S/N
QUIMICO FARMACEUTICO;SEDE CENTRAL;1;LIMA REGION;GOBIERNO REGIONAL;LIMA;HUAURA;SAYAN;GD-2;5776;LA VILLA;I-2;SIN PRESUPUESTO;NO;NO;-1123493327;-7738147977;CENTRO POBLADO LA VILLA S/N
QUIMICO FARMACEUTICO;SEDE CENTRAL;1;LIMA REGION;GOBIERNO REGIONAL;LIMA;HUAURA;SAYAN;GD-2;5780;SAYAN;I-3;SIN PRESUPUESTO;NO;NO;-1113198166;-7719341667;AV. TUPAC AMARU S/N
QUIMICO FARMACEUTICO;SEDE CENTRAL;2;LIMA REGION;SANIDAD DE LA POLICIA NACIONAL DEL PERU;LIMA;CAÑETE;NUEVO IMPERIAL;GD-2;17849;POLICLINICO POLICIAL CAÑETE;I-3;SIN PRESUPUESTO;NO;NO;-130762693;-763177474;AV. AUGUSTO B LEGUIA S/N -NUEVO IMPERIAL
QUIMICO FARMACEUTICO;SEDE CENTRAL;1;LIMA SUR;MINSA;LIMA;LIMA;BARRANCO;GD-1;5988;CENTRO DE SALUD ALICIA LASTRES DE LA TORRE;I-3;SIN PRESUPUESTO;NO;NO;-121445771;-770224199;MARTÍNEZ DE PINILLOS
QUIMICO FARMACEUTICO;SEDE CENTRAL;2;LIMA SUR;MINSA;LIMA;LIMA;BARRANCO;GD-1;5989;CENTRO DE SALUD GAUDENCIO BERNASCONI;I-3;SIN PRESUPUESTO;NO;NO;-121504676;-770204924;GRAU
QUIMICO FARMACEUTICO;SEDE CENTRAL;2;LIMA SUR;MINSA;LIMA;LIMA;CHORRILLOS;GD-1;6162;CENTRO DE EMERGENCIAS SAN PEDRO DE LOS CHORRILLOS;I-4;SIN PRESUPUESTO;NO;NO;-12166438;-770235903;FERROCARRIL
QUIMICO FARMACEUTICO;SEDE CENTRAL;1;LIMA SUR;MINSA;LIMA;LIMA;CHORRILLOS;GD-1;5999;CENTRO DE SALUD DELICIAS DE VILLA;I-3;SIN PRESUPUESTO;NO;NO;-1219849405;-7699296869;NEVADO CARHUAZO S/N II ZONA DELICIAS DE VILLA
QUIMICO FARMACEUTICO;SEDE CENTRAL;2;LIMA SUR;MINSA;LIMA;LIMA;CHORRILLOS;GD-1;5990;CENTRO DE SALUD GUSTAVO LANATTA LUJAN;I-3;SIN PRESUPUESTO;NO;NO;-121692159;-770240399;AV. DEFENSORES DEL MORRO (EX HUAYLAS) Nº556
QUIMICO FARMACEUTICO;SEDE CENTRAL;1;LIMA SUR;MINSA;LIMA;LIMA;CHORRILLOS;GD-1;24374;CENTRO DE SALUD MENTAL COMUNITARIO NANCY REYES BAHAMONDE;I-3;SIN PRESUPUESTO;NO;NO;-1219191626;-7700966007;SAN RODOLFO PISO 1
QUIMICO FARMACEUTICO;SEDE CENTRAL;1;LIMA SUR;MINSA;LIMA;LIMA;CHORRILLOS;GD-1;26221;CENTRO DE SALUD MENTAL COMUNITARIO SAN SEBASTIAN;I-3;SIN PRESUPUESTO;NO;NO;-1220101238;-7697877609;INDEPENDENCIA
QUIMICO FARMACEUTICO;SEDE CENTRAL;2;LIMA SUR;MINSA;LIMA;LIMA;CHORRILLOS;GD-1;6000;CENTRO DE SALUD SAN GENARO DE VILLA;I-4;SIN PRESUPUESTO;NO;NO;-1219397088;-7702094701;AV. PRINCIPAL (ALTURA DE LA CALLE 12) AAHH SAN GENARO
QUIMICO FARMACEUTICO;SEDE CENTRAL;2;LIMA SUR;MINSA;LIMA;LIMA;CHORRILLOS;GD-1;6003;CENTRO DE SALUD TUPAC AMARU DE VILLA;I-3;SIN PRESUPUESTO;NO;NO;-121936588;-769819614;AV. TÚPAC AMARU MZ. E, LT.1
QUIMICO FARMACEUTICO;SEDE CENTRAL;2;LIMA SUR;MINSA;LIMA;LIMA;CHORRILLOS;GD-1;5998;CENTRO MATERNO INFANTIL BUENOS AIRES DE VILLA;I-4;SIN PRESUPUESTO;NO;NO;-121887664;-770048744;AV. BUENOS AIRES DE VILLA S/N.
QUIMICO FARMACEUTICO;SEDE CENTRAL;2;LIMA SUR;MINSA;LIMA;LIMA;CHORRILLOS;GD-1;5991;"CENTRO MATERNO INFANTIL DE SALUD - ""VIRGEN DEL CARMEN""";I-4;SIN PRESUPUESTO;NO;NO;-121659155;-770202982;CALLE LEOPOLDO ARIAS NRO. 200
QUIMICO FARMACEUTICO;SEDE CENTRAL;2;LIMA SUR;MINSA;LIMA;LIMA;LURIN;GD-2;6080;CENTRO DE SALUD JULIO C TELLO;I-3;SIN PRESUPUESTO;NO;NO;-12251321;-768992625;AV. LAS ACASIAS MZ B LT 12  ST 1 JULIO C. TELLO
QUIMICO FARMACEUTICO;SEDE CENTRAL;1;LIMA SUR;MINSA;LIMA;LIMA;LURIN;GD-2;6081;CENTRO DE SALUD NUEVO LURIN;I-3;SIN PRESUPUESTO;NO;NO;-122955058;-7685438963;AV. 28 JULIO  MZ 18 LT 20  NUEVO LURIN - KM 40 ANTIGUA PANAMERICANA SUR
QUIMICO FARMACEUTICO;SEDE CENTRAL;1;LIMA SUR;MINSA;LIMA;LIMA;LURIN;GD-2;6082;CENTRO DE SALUD VILLA ALEJANDRO;I-3;SIN PRESUPUESTO;NO;NO;-122361611;-769098255;MZ L- LOTE 31- AAHH  VILLA ALEJANDRO
QUIMICO FARMACEUTICO;SEDE CENTRAL;2;LIMA SUR;MINSA;LIMA;LIMA;LURIN;GD-2;6079;CENTRO MATERNO INFANTIL LURIN;I-4;SIN PRESUPUESTO;NO;NO;-122736699;-768695747;JR. GRAU Nº 370
QUIMICO FARMACEUTICO;SEDE CENTRAL;1;LIMA SUR;MINSA;LIMA;LIMA;PACHACAMAC;GD-2;25772;CENTRO DE SALUD MENTAL COMUNITARIO SANTA ROSA DE MANCHAY;I-3;SIN PRESUPUESTO;NO;NO;-122095337;-768538748;20 SECTOR PORTADA DE MANCHAY III CPR HUERTOS DE MANCHAY
QUIMICO FARMACEUTICO;SEDE CENTRAL;2;LIMA SUR;MINSA;LIMA;LIMA;PACHACAMAC;GD-2;6090;CENTRO DE SALUD PACHACAMAC;I-3;SIN PRESUPUESTO;NO;NO;-122282504;-768581836;AV. COLONIAL S/N Y ESQ. CASTILLA
QUIMICO FARMACEUTICO;SEDE CENTRAL;2;LIMA SUR;MINSA;LIMA;LIMA;PACHACAMAC;GD-2;6092;CENTRO DE SALUD PORTADA DE MANCHAY;I-3;SIN PRESUPUESTO;NO;NO;-12088974;-768818267;CALLE 7 ESQ. CALLE 4 MZ F LT 11 AAHH PORTADA DE MANCHAY
QUIMICO FARMACEUTICO;SEDE CENTRAL;1;LIMA SUR;MINSA;LIMA;LIMA;PUCUSANA;GD-2;6085;CENTRO DE SALUD BENJAMIN DOIG;I-3;SIN PRESUPUESTO;NO;NO;-124699143;-767507301;AAHH BENJAMIN DOIG LOSSIO MZ 21 LT 13
QUIMICO FARMACEUTICO;SEDE CENTRAL;2;LIMA SUR;MINSA;LIMA;LIMA;PUCUSANA;GD-2;6084;CENTRO DE SALUD PUCUSANA;I-4;SIN PRESUPUESTO;NO;NO;-1248301;-767962243;AV LIMA 559
QUIMICO FARMACEUTICO;SEDE CENTRAL;1;LIMA SUR;MINSA;LIMA;LIMA;PUNTA HERMOSA;GD-2;6086;PUESTO DE SALUD DE PUNTA HERMOSA;I-3;SIN PRESUPUESTO;NO;NO;-123379295;-7682609;JR PIMENTEL Nº 248 MZ G LT 9
QUIMICO FARMACEUTICO;SEDE CENTRAL;1;LIMA SUR;MINSA;LIMA;LIMA;PUNTA NEGRA;GD-2;6087;CENTRO DE SALUD PUNTA NEGRA;I-3;SIN PRESUPUESTO;NO;NO;-12365408;-76796185;AV GUAYANAY NORTE - ZONA CENTRAL MZ  H-1 LT 6
QUIMICO FARMACEUTICO;SEDE CENTRAL;2;LIMA SUR;MINSA;LIMA;LIMA;SAN BARTOLO;GD-2;6088;CENTRO DE SALUD SAN BARTOLO;I-4;SIN PRESUPUESTO;NO;NO;-123873605;-767770243;SAN BARTOLO MZ A LT 1 Y AV. EL GOFL
QUIMICO FARMACEUTICO;SEDE CENTRAL;2;LIMA SUR;MINSA;LIMA;LIMA;SAN JUAN DE MIRAFLORES;GD-2;6109;CENTRO DE SALUD JESUS PODEROSO;I-3;SIN PRESUPUESTO;NO;NO;-121305597;-76951192;PUEBLO JOVEN JESUS PODEROSO LOTE C MZ T S/N PAMPLONA BAJA
QUIMICO FARMACEUTICO;SEDE CENTRAL;2;LIMA SUR;MINSA;LIMA;LIMA;SAN JUAN DE MIRAFLORES;GD-2;6105;CENTRO DE SALUD LEONOR SAAVEDRA;I-3;SIN PRESUPUESTO;NO;NO;-121535138;-769724131;TORRES PAZ CDRA. 1 ESQ. CDRA. 4 AV. LOS HÉROES
QUIMICO FARMACEUTICO;SEDE CENTRAL;1;LIMA SUR;MINSA;LIMA;LIMA;SAN JUAN DE MIRAFLORES;GD-2;24847;CENTRO DE SALUD MENTAL COMUNITARIO 12 DE NOVIEMBRE;I-3;SIN PRESUPUESTO;NO;NO;-121376019;-7696831382;LAS AMERICAS PISO 2
QUIMICO FARMACEUTICO;SEDE CENTRAL;2;LIMA SUR;MINSA;LIMA;LIMA;SAN JUAN DE MIRAFLORES;GD-2;6115;CENTRO DE SALUD SAN JUAN DE MIRAFLORES;I-3;SIN PRESUPUESTO;NO;NO;-121574558;-769751522;PSJE. SAN JUAN S/N ZONA A (JUNTO COMISARÍA SJM)
QUIMICO FARMACEUTICO;SEDE CENTRAL;2;LIMA SUR;MINSA;LIMA;LIMA;SAN JUAN DE MIRAFLORES;GD-2;6122;CENTRO DE SALUD TRÉBOL AZUL;I-3;SIN PRESUPUESTO;NO;NO;-121775527;-769659123;AV. MIGUEL GRAU MZ. L, LOTE. 15 - ALT. CDRA 9 AV. PROLONG. CANEVARO AAHH TRÉBOL AZUL
QUIMICO FARMACEUTICO;SEDE CENTRAL;2;LIMA SUR;MINSA;LIMA;LIMA;SAN JUAN DE MIRAFLORES;GD-2;6106;CENTRO DE SALUD VILLA SAN LUIS;I-3;SIN PRESUPUESTO;NO;NO;-121426786;-769708795;VILLA SOLIDARIDAD
QUIMICO FARMACEUTICO;SEDE CENTRAL;2;LIMA SUR;MINSA;LIMA;LIMA;SAN JUAN DE MIRAFLORES;GD-2;6104;CENTRO MATERNO INFANTIL MANUEL BARRETO;I-4;SIN PRESUPUESTO;NO;NO;-121522561;-769684425;MANUEL BARRETO S/N, CDRA. 2, ZONA K, CIUDAD DE DIOS
QUIMICO FARMACEUTICO;SEDE CENTRAL;2;LIMA SUR;MINSA;LIMA;LIMA;SAN JUAN DE MIRAFLORES;GD-2;6107;CENTRO MATERNO INFANTIL OLLANTAY;I-4;SIN PRESUPUESTO;NO;NO;-121358082;-769635479;AV. PROLONGACION GABRIEL TORRES S/N. PAMPLONA ALTA
QUIMICO FARMACEUTICO;SEDE CENTRAL;2;LIMA SUR;MINSA;LIMA;LIMA;SANTIAGO DE SURCO;GD-1;5993;CENTRO DE SALUD SANTIAGO DE SURCO;I-3;SIN PRESUPUESTO;NO;NO;-121473252;-770061782;DANIEL CORNEJO
QUIMICO FARMACEUTICO;SEDE CENTRAL;2;LIMA SUR;MINSA;LIMA;LIMA;VILLA EL SALVADOR;GD-2;7278;CENTRO DE SALUD HEROES DEL CENEPA;I-3;SIN PRESUPUESTO;NO;NO;-122486993;-769306076;JR. HEROES DEL CENEPA MZ C LT 20, ALT DE PANAM.SUR KM 24
QUIMICO FARMACEUTICO;SEDE CENTRAL;2;LIMA SUR;MINSA;LIMA;LIMA;VILLA EL SALVADOR;GD-2;6125;CENTRO DE SALUD SAN MARTIN DE PORRES;I-3;SIN PRESUPUESTO;NO;NO;-122120117;-769391561;CALLE LOS BOMBEROS S/N ST. 2 GR. 15
QUIMICO FARMACEUTICO;SEDE CENTRAL;2;LIMA SUR;MINSA;LIMA;LIMA;VILLA EL SALVADOR;GD-2;6124;CENTRO MATERNO INFANTIL CESAR LOPEZ SILVA;I-4;SIN PRESUPUESTO;NO;NO;-122301776;-76923745;SECTOR IV MZ B1 LT S/N 1RA. ETAPA URB.PACHACAMAC
QUIMICO FARMACEUTICO;SEDE CENTRAL;2;LIMA SUR;MINSA;LIMA;LIMA;VILLA EL SALVADOR;GD-2;6133;CENTRO MATERNO INFANTIL JUAN PABLO II;I-4;SIN PRESUPUESTO;NO;NO;-122191614;-769452898;AV. MARIANO PASTOR  SEVILLA S/N ,SECTOR 6,GRUPO 6
QUIMICO FARMACEUTICO;SEDE CENTRAL;2;LIMA SUR;MINSA;LIMA;LIMA;VILLA EL SALVADOR;GD-2;6132;CENTRO MATERNO INFANTIL SAN JOSE;I-4;SIN PRESUPUESTO;NO;NO;-121982974;-769463104;AV. LOS ÁNGELES S/N, SECTOR 1, GRUPO 15
QUIMICO FARMACEUTICO;SEDE CENTRAL;2;LIMA SUR;MINSA;LIMA;LIMA;VILLA EL SALVADOR;GD-2;6129;PUESTO DE SALUD BRISAS DE PACHACAMAC;I-3;SIN PRESUPUESTO;NO;NO;-122013856;-769480428;AV. REICHE S/N MZ K AA.HH. BRISAS DE PACHACAMAC
QUIMICO FARMACEUTICO;SEDE CENTRAL;1;LIMA SUR;MINSA;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;GD-2;15544;CENTRO DE ATENCION DEL ADULTO MAYOR TAYTA WASI;I-3;SIN PRESUPUESTO;NO;NO;-121416948;-769497515;AV. PRIMAVERA CRUZE CON CALLE SUCRE S/N PPJJ JOSE CARLOS MARIATEGUI
QUIMICO FARMACEUTICO;SEDE CENTRAL;1;LIMA SUR;MINSA;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;GD-2;27621;CENTRO DE SALUD MENTAL COMUNITARIO  MONSEÑOR JOSE RAMON GURRUCHAGA;I-3;SIN PRESUPUESTO;NO;NO;-12161575;-769382139;SANTA ROSA
QUIMICO FARMACEUTICO;SEDE CENTRAL;1;LIMA SUR;MINSA;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;GD-2;6155;CENTRO DE SALUD MENTAL COMUNITARIO SAN GABRIEL ALTO;I-3;SIN PRESUPUESTO;NO;NO;-121418352;-769492584;PUEBLO JOVEN JOSE CARLOS MARIATEGUI MZ SPCO LOTE TPA ETAPA SEXTA SECTOR SAN GABRIEL
QUIMICO FARMACEUTICO;SEDE CENTRAL;2;LIMA SUR;MINSA;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;GD-2;6140;CENTRO DE SALUD NUEVA ESPERANZA;I-3;SIN PRESUPUESTO;NO;NO;-121733468;-769338322;AV. 26 DE NOVIEMBRE 835 NVA. ESPERANZA
QUIMICO FARMACEUTICO;SEDE CENTRAL;2;LIMA SUR;MINSA;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;GD-2;6153;CENTRO MATERNO INFANTIL DANIEL ALCIDES CARRION;I-4;SIN PRESUPUESTO;NO;NO;-121776988;-7694539;AV. PACHACUTEC Nº 3470
QUIMICO FARMACEUTICO;SEDE CENTRAL;2;LIMA SUR;MINSA;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;GD-2;6152;CENTRO MATERNO INFANTIL JOSE CARLOS MARIATEGUI;I-4;SIN PRESUPUESTO;NO;NO;-12147521;-76950802;SIMÓN BOLÍVAR ESQUINA JR. MARIANO NECOCHEA S/N
QUIMICO FARMACEUTICO;SEDE CENTRAL;2;LIMA SUR;MINSA;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;GD-2;6141;CENTRO MATERNO INFANTIL JOSE GALVEZ;I-4;SIN PRESUPUESTO;NO;NO;-122105625;-769072151;CRUCE CALLE ARICA CON AGRICULTURA S/N
QUIMICO FARMACEUTICO;SEDE CENTRAL;2;LIMA SUR;MINSA;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;GD-2;6164;CENTRO MATERNO INFANTIL TABLADA DE LURIN;I-4;SIN PRESUPUESTO;NO;NO;-121910331;-769274519;AV. REPUBLICA Y BILLINGURST S/N 2DO SECTOR
QUIMICO FARMACEUTICO;SEDE CENTRAL;2;LIMA SUR;MINSA;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;GD-2;6151;CENTRO MATERNO INFANTIL VILLA MARIA DEL TRIUNFO;I-4;SIN PRESUPUESTO;NO;NO;-121569104;-769365017;AV. PEDRO VALLE S/N (ALTURA CUADRA 18 AV.EL TRIUNFO)
QUIMICO FARMACEUTICO;SEDE CENTRAL;2;LIMA SUR;SANIDAD DE LA POLICIA NACIONAL DEL PERU;LIMA;LIMA;CHORRILLOS;GD-1;20382;POLICLINICO POLICIAL CHORRILLOS;I-3;SIN PRESUPUESTO;NO;NO;-1216003955;-7702359415;AV. CHORRILLOS N° 400
QUIMICO FARMACEUTICO;SEDE CENTRAL;2;LIMA SUR;SANIDAD DEL EJERCITO DEL PERU;LIMA;LIMA;CHORRILLOS;GD-2;8292;"CENTRO MEDICO DE LA ESCUELA MILITAR DE CHORRILLOS ""CORONEL FRANCISCO BOLOGNESI""";I-3;SIN PRESUPUESTO;NO;NO;-121601295;-770189409;AVENIDA ESCUELA MILITAR S/N CHORRILLOS
QUIMICO FARMACEUTICO;SEDE CENTRAL;2;LIMA SUR;SANIDAD DEL EJERCITO DEL PERU;LIMA;LIMA;CHORRILLOS;GD-2;8844;CENTRO MEDICO DE LA ESCUELA TECNICA DEL EJERCITO;I-3;SIN PRESUPUESTO;NO;NO;-121721545;-770152358;AV. PROLONGACION PASEO DE LA REPUBLICA S/N CHORRILLOS
QUIMICO FARMACEUTICO;SEDE CENTRAL;2;LIMA SUR;SANIDAD DEL EJERCITO DEL PERU;LIMA;LIMA;CHORRILLOS;GD-2;8706;ESTABLECIMIENTO DE SALUD MILITAR - COEDE;I-2;SIN PRESUPUESTO;NO;NO;-121601295;-770189409;ESCUELA MILITAR
