PROFESION;SEDE DE ADJUDICACIÓN;N° PLAZAS;"DIRESA
GERESA
DIRIS";INSTITUCION;DEPARTAMENTO;PROVINCIA;DISTRITO;GRADO DE DIFICULTAD;CODIGO;NOMBRE DE ESTABLECIMIENTO;CATEGORIA;PRESUPUESTO;ZAF (*);ZE (**);norte;este;direccion
BIOLOGIA;SEDE CENTRAL;1;AMAZONAS;GOBIERNO REGIONAL;AMAZONAS;CONDORCANQUI;NIEVA;GD-4;5145;SANTA MARIA DE NIEVA;II-1;SIN PRESUPUESTO;SI;NO;-46000761;-7786555388;CALLE PRINCIPAL S/N - URBANIZACIÓN JUAN VELAZCO  -  CIUDAD SANTA MARIA DE NIEVA
BIOLOGIA;SEDE CENTRAL;1;AMAZONAS;SANIDAD DE LA POLICIA NACIONAL DEL PERU;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;GD-2;35992;POLICLINICO POLICIAL CHACHAPOYAS;I-3;SIN PRESUPUESTO;NO;NO;0;0;LA MERCED
BIOLOGIA;SEDE CENTRAL;2;AMAZONAS;SANIDAD DE LA POLICIA NACIONAL DEL PERU;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;GD-3;18106;POLICLINICO POLICIAL BAGUA GRANDE;I-3;SIN PRESUPUESTO;NO;NO;-575691735;-784404681;JOSE SANTOS CHOCANO 155
BIOLOGIA;SEDE CENTRAL;1;ANCASH;GOBIERNO REGIONAL;ANCASH;CASMA;CASMA;GD-2;1719;HOSPITAL DE APOYO CASMA;II-1;SIN PRESUPUESTO;NO;NO;-947397062;-7830498052;GARCILAZO DE LA VEGA
BIOLOGIA;SEDE CENTRAL;1;ANCASH;GOBIERNO REGIONAL;ANCASH;SANTA;CHIMBOTE;GD-3;1659;CENTRO DE SALUD PROGRESO;I-4;SIN PRESUPUESTO;NO;NO;-906722886;-7858748786;AV. JOSE GALVES Nº 1110
BIOLOGIA;SEDE CENTRAL;1;ANCASH;GOBIERNO REGIONAL;ANCASH;SANTA;NUEVO CHIMBOTE;GD-1;1704;CENTRO DE SALUD YUGOSLAVIA;I-4;SIN PRESUPUESTO;NO;NO;-91323422;-7851919552;AV. SAUCES S/N  NUEVO CHIMBOTE
BIOLOGIA;SEDE CENTRAL;2;ANCASH;SANIDAD DE LA POLICIA NACIONAL DEL PERU;ANCASH;HUARAZ;HUARAZ;GD-3;10205;POLICLINICO PNP HUARAZ;I-3;SIN PRESUPUESTO;NO;NO;-952675951;-7752653687;AV. GAMARRA S/N HUARAZ
BIOLOGIA;SEDE CENTRAL;1;ANCASH;SANIDAD DE LA POLICIA NACIONAL DEL PERU;ANCASH;SANTA;CHIMBOTE;GD-3;17690;POLICLINICO PNP CHIMBOTE;I-3;SIN PRESUPUESTO;NO;NO;-90746192;-78595333;PARDO 292
BIOLOGIA;SEDE CENTRAL;1;APURIMAC;GOBIERNO REGIONAL;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;GD-4;6804;ANDAHUAYLAS;I-3;SIN PRESUPUESTO;NO;NO;-1366157116;-7339252936;AV. LOS CHANKAS 439
BIOLOGIA;SEDE CENTRAL;1;APURIMAC;SANIDAD DE LA POLICIA NACIONAL DEL PERU;APURIMAC;ABANCAY;ABANCAY;GD-4;8036;POLICLINICO POLICIAL ABANCAY;I-3;SIN PRESUPUESTO;NO;NO;-1363107169;-7288813747;JR. SANIDAD S/N BARRIO POLICIAL VILLA AMPAY
BIOLOGIA;SEDE CENTRAL;1;AREQUIPA;GOBIERNO REGIONAL;AREQUIPA;AREQUIPA;ALTO SELVA ALEGRE;GD-2;1291;CENTRO DE SALUD ALTO SELVA ALEGRE;I-3;SIN PRESUPUESTO;NO;NO;-1638123178;-715188428;AVENIDA ESPAÑA 301
BIOLOGIA;SEDE CENTRAL;1;AREQUIPA;GOBIERNO REGIONAL;AREQUIPA;AREQUIPA;ALTO SELVA ALEGRE;GD-2;1300;CENTRO DE SALUD APURIMAC;I-3;SIN PRESUPUESTO;NO;NO;-1637219268;-7150965501;CALLE HUARAZ S/N ESQUINA CON CALLE 22 DE FEBRERO PPJJ APURIMAC
BIOLOGIA;SEDE CENTRAL;1;AREQUIPA;GOBIERNO REGIONAL;AREQUIPA;AREQUIPA;ALTO SELVA ALEGRE;GD-2;1302;CENTRO DE SALUD INDEPENDENCIA;I-3;SIN PRESUPUESTO;NO;NO;-163666543;-715249147;AVENIDA FRANCISCO MOSTAJO 601
BIOLOGIA;SEDE CENTRAL;1;AREQUIPA;GOBIERNO REGIONAL;AREQUIPA;AREQUIPA;CAYMA;GD-3;1234;CENTRO DE SALUD FRANCISCO BOLOGNESI;I-3;SIN PRESUPUESTO;NO;NO;-1635485264;-7154222177;CALLE 20 DE ABRIL 204 P.J. FCO. BOLOGNESI
BIOLOGIA;SEDE CENTRAL;1;AREQUIPA;GOBIERNO REGIONAL;AREQUIPA;AREQUIPA;CAYMA;GD-2;6890;PUESTO DE SALUD RAFAEL BELAUNDE;I-3;SIN PRESUPUESTO;NO;NO;-1633187701;-7154216498;URBANIZACION BELAUNDE ZONA B MANZANA U LOTE 9
BIOLOGIA;SEDE CENTRAL;1;AREQUIPA;GOBIERNO REGIONAL;AREQUIPA;AREQUIPA;CERRO COLORADO;GD-2;1248;CENTRO DE SALUD ALTO LIBERTAD;I-3;SIN PRESUPUESTO;NO;NO;-1638425942;-7157119329;"ESQUINA JIRON MIGUEL GRAU AREQUIPA, ZONA ""A"" COMITE ""Z"" PUEBLO JOVEN ALTO LIBERTAD"
BIOLOGIA;SEDE CENTRAL;1;AREQUIPA;GOBIERNO REGIONAL;AREQUIPA;AREQUIPA;CERRO COLORADO;GD-2;1236;CENTRO DE SALUD CERRO COLORADO;I-3;SIN PRESUPUESTO;NO;NO;-1637727084;-7155824416;AVENIDA VILLA HERMOSA 320 URBANIZACION LA LIBERTAD
BIOLOGIA;SEDE CENTRAL;1;AREQUIPA;GOBIERNO REGIONAL;AREQUIPA;AREQUIPA;CERRO COLORADO;GD-3;1247;CENTRO DE SALUD CIUDAD MUNICIPAL;I-3;SIN PRESUPUESTO;NO;NO;-1632541994;-7159415381;"ZONA ""1"",  MZ LL CIUDAD MUNICIPAL"
BIOLOGIA;SEDE CENTRAL;1;AREQUIPA;GOBIERNO REGIONAL;AREQUIPA;AREQUIPA;CERRO COLORADO;GD-3;1237;CENTRO DE SALUD MARITZA CAMPOS DIAZ - ZAMACOLA;I-4;SIN PRESUPUESTO;NO;NO;-163514378;-715625923;YARAVI ESQUINA CON MARAÑON
BIOLOGIA;SEDE CENTRAL;1;AREQUIPA;GOBIERNO REGIONAL;AREQUIPA;AREQUIPA;CERRO COLORADO;GD-3;11023;PUESTO DE SALUD PERUARBO;I-3;SIN PRESUPUESTO;NO;NO;-1634500823;-7159994679;ASOC. URBANIZADORA PERUARBO SEC T BOLIVIA II MZ A1 LOT. S/N
BIOLOGIA;SEDE CENTRAL;1;AREQUIPA;GOBIERNO REGIONAL;AREQUIPA;AREQUIPA;CHIGUATA;GD-3;1299;CENTRO DE SALUD CHIGUATA;I-3;SIN PRESUPUESTO;NO;NO;-1640277486;-7139231933;PLAZA PRINCIPAL J-4 CHIGUATA
BIOLOGIA;SEDE CENTRAL;1;AREQUIPA;GOBIERNO REGIONAL;AREQUIPA;AREQUIPA;JOSE LUIS BUSTAMANTE Y RIVERO;GD-2;1264;CENTRO DE SALUD LAS ESMERALDAS;I-3;SIN PRESUPUESTO;NO;NO;-1645004288;-7151231813;AV. LAS ESMERALDAS MZ. F LTE. 5 APIS
BIOLOGIA;SEDE CENTRAL;1;AREQUIPA;GOBIERNO REGIONAL;AREQUIPA;AREQUIPA;JOSE LUIS BUSTAMANTE Y RIVERO;GD-2;1257;CENTRO DE SALUD VICTOR RAUL HINOJOSA LLERENA;I-3;SIN PRESUPUESTO;NO;NO;-1644440828;-7151519313;CALLE VENEZUELA MZ 22 LOTE 1, URB. SIMON BOLIVAR
BIOLOGIA;SEDE CENTRAL;1;AREQUIPA;GOBIERNO REGIONAL;AREQUIPA;AREQUIPA;MIRAFLORES;GD-3;1292;CENTRO DE SALUD EDIFICADORES MISTI;I-4;SIN PRESUPUESTO;NO;NO;-16383061;-71511274;CALLE RICARDO PALMA 307-309
BIOLOGIA;SEDE CENTRAL;1;AREQUIPA;GOBIERNO REGIONAL;AREQUIPA;AREQUIPA;MIRAFLORES;GD-2;1307;CENTRO DE SALUD MATEO PUMACAHUA;I-3;SIN PRESUPUESTO;NO;NO;-16371812;-71500306;UPIS MATEO PUMACAHUA E - 39
BIOLOGIA;SEDE CENTRAL;1;AREQUIPA;GOBIERNO REGIONAL;AREQUIPA;AREQUIPA;MIRAFLORES;GD-2;1293;CENTRO DE SALUD MIRAFLORES;I-3;SIN PRESUPUESTO;NO;NO;-16395062;-71523621;AV. SAN MARTIN 1216
BIOLOGIA;SEDE CENTRAL;1;AREQUIPA;GOBIERNO REGIONAL;AREQUIPA;AREQUIPA;MIRAFLORES;GD-3;1305;CENTRO DE SALUD TOMASA T. COMDEMAYTA;I-3;SIN PRESUPUESTO;NO;NO;-1637569833;-7150049;"URB. TOMASA TITO CONDEMAYTA, MZ.""R"", LT.""13"""
BIOLOGIA;SEDE CENTRAL;1;AREQUIPA;GOBIERNO REGIONAL;AREQUIPA;AREQUIPA;PAUCARPATA;GD-2;1296;CENTRO DE SALUD  AMPLIACIÓN PAUCARPATA;I-4;SIN PRESUPUESTO;NO;NO;-1642708313;-71503445;AVENIDA KENNEDY 2101
BIOLOGIA;SEDE CENTRAL;1;AREQUIPA;GOBIERNO REGIONAL;AREQUIPA;AREQUIPA;PAUCARPATA;GD-2;1315;CENTRO DE SALUD CAMPO MARTE;I-3;SIN PRESUPUESTO;NO;NO;-1642725308;-7149667335;AV. KENNEDY 2101
BIOLOGIA;SEDE CENTRAL;1;AREQUIPA;GOBIERNO REGIONAL;AREQUIPA;AREQUIPA;PAUCARPATA;GD-2;1297;CENTRO DE SALUD CIUDAD BLANCA;I-3;SIN PRESUPUESTO;NO;NO;-1641757353;-7149123542;AVENIDA REVOLUCION 1221- CIUDAD BLANCA
BIOLOGIA;SEDE CENTRAL;1;AREQUIPA;GOBIERNO REGIONAL;AREQUIPA;AREQUIPA;PAUCARPATA;GD-2;1310;CENTRO DE SALUD MANUEL PRADO;I-3;SIN PRESUPUESTO;NO;NO;-1641573556;-7151264284;CALLE AREQUIPA 202 URB. MANUEL PRADO
BIOLOGIA;SEDE CENTRAL;1;AREQUIPA;GOBIERNO REGIONAL;AREQUIPA;AREQUIPA;PAUCARPATA;GD-2;1313;CENTRO DE SALUD NUEVA ALBORADA;I-3;SIN PRESUPUESTO;NO;NO;-1643390621;-7149110665;ASENTAMIENTO HUMANO NUEVA ALBORADA
BIOLOGIA;SEDE CENTRAL;1;AREQUIPA;GOBIERNO REGIONAL;AREQUIPA;AREQUIPA;SOCABAYA;GD-3;1271;CENTRO DE SALUD SAN FERNANDO;I-3;SIN PRESUPUESTO;NO;NO;-1647323411;-7152829799;CACAHUARA S/N-SOCABAYA
BIOLOGIA;SEDE CENTRAL;1;AREQUIPA;GOBIERNO REGIONAL;AREQUIPA;AREQUIPA;YANAHUARA;GD-2;1233;CENTRO DE SALUD YANAHUARA;I-3;SIN PRESUPUESTO;NO;NO;-1638601829;-7154048923;ESQUINA CALLES UGARTE Y ESPINAR S/N
BIOLOGIA;SEDE CENTRAL;1;AREQUIPA;GOBIERNO REGIONAL;AREQUIPA;AREQUIPA;YURA;GD-3;1253;CENTRO DE SALUD CIUDAD DE DIOS;I-3;SIN PRESUPUESTO;NO;NO;-1630516833;-71619675;KILOMETRO 14 CMTE. 10 MZ. 2 F-1-CIUDAD DE DIOS
BIOLOGIA;SEDE CENTRAL;1;AREQUIPA;GOBIERNO REGIONAL;AREQUIPA;CAYLLOMA;CHIVAY;GD-4;1419;CENTRO DE SALUD CHIVAY;I-4;SIN PRESUPUESTO;NO;NO;-1563378644;-7159924381;CALLE PUENTE INCA 319
BIOLOGIA;SEDE CENTRAL;1;AREQUIPA;GOBIERNO REGIONAL;AREQUIPA;ISLAY;ISLAY;GD-3;1443;CENTRO DE SALUD MATARANI;I-3;SIN PRESUPUESTO;NO;NO;-16999742;-72097925;AVENIDA TUPAC AMARU S/N
BIOLOGIA;SEDE CENTRAL;4;AREQUIPA;SANIDAD DE LA POLICIA NACIONAL DEL PERU;AREQUIPA;AREQUIPA;CAYMA;GD-2;11794;HOSPITAL REGIONAL PNP AREQUIPA;II-1;SIN PRESUPUESTO;NO;NO;-163426764;-715427212;AVENIDA BOLOGNESI N° 602 URBANIZACION LA MARINA
BIOLOGIA;SEDE CENTRAL;3;AREQUIPA;SANIDAD DEL EJERCITO DEL PERU;AREQUIPA;AREQUIPA;MARIANO MELGAR;GD-3;18659;HOSPITAL MILITAR DIVISIONARIO III DE AREQUIPA;II-1;SIN PRESUPUESTO;NO;NO;0;0;ZOLEZZI
BIOLOGIA;SEDE CENTRAL;1;AYACUCHO;GOBIERNO REGIONAL;AYACUCHO;CANGALLO;CANGALLO;GD-4;3494;HOSPITAL DE APOYO CANGALLO;II-1;SIN PRESUPUESTO;NO;NO;-1363038833;-74142245;JR. SANTA ROSA Nº 110
BIOLOGIA;SEDE CENTRAL;1;AYACUCHO;GOBIERNO REGIONAL;AYACUCHO;CANGALLO;CHUSCHI;GD-5;3502;CENTRO DE SALUD CHUSCHI;I-3;SIN PRESUPUESTO;NO;NO;-1358505;-74352335;JR. CHICLLARAZO S/N
BIOLOGIA;SEDE CENTRAL;1;AYACUCHO;GOBIERNO REGIONAL;AYACUCHO;CANGALLO;LOS MOROCHUCOS;GD-4;3507;CENTRO DE SALUD PAMPA CANGALLO;I-4;SIN PRESUPUESTO;NO;NO;-1355955833;-74197615;JR. JOSE MARIA ARGUEDAS S/N
BIOLOGIA;SEDE CENTRAL;1;AYACUCHO;GOBIERNO REGIONAL;AYACUCHO;CANGALLO;MARIA PARADO DE BELLIDO;GD-5;3509;CENTRO DE SALUD POMABAMBA;I-3;SIN PRESUPUESTO;NO;NO;-1360395333;-7423516833;JR. INDEPENDENCIA S/N - POMABAMBA
BIOLOGIA;SEDE CENTRAL;1;AYACUCHO;GOBIERNO REGIONAL;AYACUCHO;HUAMANGA;ANDRES AVELINO CACERES D.;GD-3;3603;CENTRO DE SALUD CONCHOPATA;I-3;SIN PRESUPUESTO;NO;NO;-1315850315;-7420863984;AV. AMANCAES S/N
BIOLOGIA;SEDE CENTRAL;1;AYACUCHO;GOBIERNO REGIONAL;AYACUCHO;HUAMANGA;ANDRES AVELINO CACERES D.;GD-3;3602;CENTRO DE SALUD SANTA ELENA;I-3;SIN PRESUPUESTO;NO;NO;-1316909444;-7419763385;JR. LUCANAS S/N
BIOLOGIA;SEDE CENTRAL;1;AYACUCHO;GOBIERNO REGIONAL;AYACUCHO;HUAMANGA;AYACUCHO;GD-3;3554;CENTRO DE SALUD BELEN;I-3;SIN PRESUPUESTO;NO;NO;-1316312329;-7423385457;JR. 7 DE ABRIL 491
BIOLOGIA;SEDE CENTRAL;1;AYACUCHO;GOBIERNO REGIONAL;AYACUCHO;HUAMANGA;AYACUCHO;GD-3;3576;CENTRO DE SALUD LOS LICENCIADOS;I-4;SIN PRESUPUESTO;NO;NO;-1314320269;-7423119727;A.A. H. H. 11 de Junio
BIOLOGIA;SEDE CENTRAL;1;AYACUCHO;GOBIERNO REGIONAL;AYACUCHO;HUAMANGA;AYACUCHO;GD-4;3606;CENTRO DE SALUD SIMPAPATA;I-3;SIN PRESUPUESTO;NO;NO;-1307696536;-7426204046;PLAZA PRINCIPAL
BIOLOGIA;SEDE CENTRAL;1;AYACUCHO;GOBIERNO REGIONAL;AYACUCHO;HUAMANGA;AYACUCHO;GD-4;3557;PUESTO DE SALUD MORRO DE ARICA;I-2;SIN PRESUPUESTO;NO;NO;-1315828223;-742340776;PP.JJ. LA LIBERTAD MZ H LTE.1B
BIOLOGIA;SEDE CENTRAL;1;AYACUCHO;GOBIERNO REGIONAL;AYACUCHO;HUAMANGA;CARMEN ALTO;GD-4;3560;CENTRO DE SALUD CARMEN ALTO;I-3;SIN PRESUPUESTO;NO;NO;-1317670264;-7422515157;JR. TAHUANTINSUYO S/N
BIOLOGIA;SEDE CENTRAL;1;AYACUCHO;GOBIERNO REGIONAL;AYACUCHO;HUAMANGA;CARMEN ALTO;GD-4;3562;CENTRO DE SALUD VISTA ALEGRE;I-3;SIN PRESUPUESTO;NO;NO;-1318206138;-7421998482;AV. NUEVA GENERACION S/N
BIOLOGIA;SEDE CENTRAL;1;AYACUCHO;GOBIERNO REGIONAL;AYACUCHO;HUAMANGA;CHIARA;GD-5;3565;PUESTO DE SALUD CHIARA;I-2;SIN PRESUPUESTO;NO;NO;-1327136971;-7420468945;JR.SAN MARTIN S/N
BIOLOGIA;SEDE CENTRAL;1;AYACUCHO;GOBIERNO REGIONAL;AYACUCHO;HUAMANGA;CHIARA;GD-5;3567;PUESTO DE SALUD MANALLASACC;I-2;SIN PRESUPUESTO;NO;NO;-1347155858;-7414379157;CARRETERA PRINCIPAL - VILCASHUAMAN
BIOLOGIA;SEDE CENTRAL;1;AYACUCHO;GOBIERNO REGIONAL;AYACUCHO;HUAMANGA;PACAYCASA;GD-4;3609;PUESTO DE SALUD PACAYCASA;I-2;SIN PRESUPUESTO;NO;NO;-1305740575;-7421531765;JR ESMERALDA DE LOS ANDES K-2
BIOLOGIA;SEDE CENTRAL;1;AYACUCHO;GOBIERNO REGIONAL;AYACUCHO;HUAMANGA;QUINUA;GD-4;3595;CENTRO DE SALUD QUINUA;I-3;SIN PRESUPUESTO;NO;NO;-1304955333;-74140475;JR. BOLIVAR S/N
BIOLOGIA;SEDE CENTRAL;1;AYACUCHO;GOBIERNO REGIONAL;AYACUCHO;HUAMANGA;SAN JOSE DE TICLLAS;GD-5;3616;PUESTO DE SALUD MOLINOS (RUMIHUASI);I-1;SIN PRESUPUESTO;NO;NO;-1314019156;-7437033016;COMUNIDAD DE MOLINOS
BIOLOGIA;SEDE CENTRAL;1;AYACUCHO;GOBIERNO REGIONAL;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;GD-4;3598;CENTRO DE SALUD DE SAN JUAN BAUTISTA;I-4;SIN PRESUPUESTO;NO;NO;-1317403286;-7420882998;AV. LAS MALVINAS  250 - 288-CIUDAD DE LAS AMERICAS
BIOLOGIA;SEDE CENTRAL;1;AYACUCHO;GOBIERNO REGIONAL;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;GD-4;3600;CENTRO DE SALUD MIRAFLORES;I-3;SIN PRESUPUESTO;NO;NO;-1317579197;-741999012;AV. VENEZUELA S/N
BIOLOGIA;SEDE CENTRAL;1;AYACUCHO;GOBIERNO REGIONAL;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;GD-3;6882;LOS OLIVOS;I-3;SIN PRESUPUESTO;NO;NO;-1317806438;-7421291928;JR. LOS ALAMOS
BIOLOGIA;SEDE CENTRAL;1;AYACUCHO;GOBIERNO REGIONAL;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;GD-3;3599;PUESTO DE SALUD ÑAHUINPUQUIO;I-2;SIN PRESUPUESTO;NO;NO;-1318172803;-7420587546;SECTOR 27 DE OCTUBRE MZ Q   LTE. 3
BIOLOGIA;SEDE CENTRAL;1;AYACUCHO;GOBIERNO REGIONAL;AYACUCHO;HUANTA;HUAMANGUILLA;GD-5;3650;CENTRO DE SALUD HUAMANGUILLA;I-3;SIN PRESUPUESTO;NO;NO;-1301059167;-7417549167;AV.AYACUCHO S/N
BIOLOGIA;SEDE CENTRAL;1;AYACUCHO;GOBIERNO REGIONAL;AYACUCHO;HUANTA;HUANTA;GD-4;27666;PUESTO DE SALUD JERUSALEN;I-2;SIN PRESUPUESTO;NO;NO;-129319864;-742554476;LOS ANDES
BIOLOGIA;SEDE CENTRAL;1;AYACUCHO;GOBIERNO REGIONAL;AYACUCHO;HUANTA;LURICOCHA;GD-4;3663;CENTRO DE SALUD LURICOCHA;I-3;SIN PRESUPUESTO;NO;NO;-1290005333;-74272135;JR. DELFIN LUDEÑA S/N
BIOLOGIA;SEDE CENTRAL;1;AYACUCHO;GOBIERNO REGIONAL;AYACUCHO;LA MAR;ANCO;GD-5;3790;CENTRO DE SALUD SACHARACCAY;I-3;SIN PRESUPUESTO;NO;NO;-1308082167;-73849245;AL LADO DE LA I.E.P. DE SACHARACCAY
BIOLOGIA;SEDE CENTRAL;1;AYACUCHO;GOBIERNO REGIONAL;AYACUCHO;LA MAR;SAN MIGUEL;GD-5;3792;HOSPITAL DE APOYO  SAN MIGUEL;II-E;SIN PRESUPUESTO;NO;NO;-1301310667;-7397698;AV. RAMON CASTILLA S/N
BIOLOGIA;SEDE CENTRAL;1;AYACUCHO;GOBIERNO REGIONAL;AYACUCHO;LUCANAS;CABANA;GD-5;3708;CABANA SUR;I-2;SIN PRESUPUESTO;NO;NO;-1428765918;-7396622958;JR.TOMAS VALENZUELA S/N
BIOLOGIA;SEDE CENTRAL;1;AYACUCHO;GOBIERNO REGIONAL;AYACUCHO;LUCANAS;CHAVIÑA;GD-4;3513;CHAVIÑA;I-3;SIN PRESUPUESTO;NO;NO;-1497854833;-7383839833;JR. 28 DE JULIO S/N
BIOLOGIA;SEDE CENTRAL;1;AYACUCHO;GOBIERNO REGIONAL;AYACUCHO;LUCANAS;CHIPAO;GD-5;3711;CHIPAO;I-3;SIN PRESUPUESTO;NO;NO;-1436545293;-7387971317;PUEBLO DE CHIPAO HUALLANCAPUCRO S/N.
BIOLOGIA;SEDE CENTRAL;1;AYACUCHO;GOBIERNO REGIONAL;AYACUCHO;LUCANAS;HUAC-HUAS;GD-5;3677;CENTRO DE SALUD HUAC-HUAS;I-3;SIN PRESUPUESTO;NO;NO;-14130955;-7494459167;CALLE LOS MAESTROS S/N
BIOLOGIA;SEDE CENTRAL;1;AYACUCHO;GOBIERNO REGIONAL;AYACUCHO;LUCANAS;LLAUTA;GD-4;3682;PUESTO DE SALUD LLAUTA;I-2;SIN PRESUPUESTO;NO;NO;-14243735;-74920715;CALLE MARISCAL CACERES S/N.
BIOLOGIA;SEDE CENTRAL;1;AYACUCHO;GOBIERNO REGIONAL;AYACUCHO;LUCANAS;OCAÑA;GD-5;3684;CENTRO DE SALUD OCAÑA;I-3;SIN PRESUPUESTO;NO;NO;-1439768;-7482149167;CALLE PRINCIPAL S/N
BIOLOGIA;SEDE CENTRAL;1;AYACUCHO;GOBIERNO REGIONAL;AYACUCHO;LUCANAS;SAN CRISTOBAL;GD-5;3725;CENTRO DE SALUD SAN CRISTOBAL;I-3;SIN PRESUPUESTO;NO;NO;-1474137;-7422242333;NOR ESTE DEL PUEBLO DE SAN CRISTOBAL
BIOLOGIA;SEDE CENTRAL;1;AYACUCHO;GOBIERNO REGIONAL;AYACUCHO;LUCANAS;SANCOS;GD-5;3740;CENTRO DE SALUD SANTA  FILOMENA;I-3;SIN PRESUPUESTO;SI;NO;-1535735;-7427192;CASERIO MINERO S/N SANTA FILOMENA
BIOLOGIA;SEDE CENTRAL;1;AYACUCHO;GOBIERNO REGIONAL;AYACUCHO;LUCANAS;SANTA LUCIA;GD-4;3742;HUANCA;I-2;SIN PRESUPUESTO;NO;NO;-1511473667;-7448166667;AV. PRINCIPAL S/N DEL ANEXO DE HUANCA
BIOLOGIA;SEDE CENTRAL;1;AYACUCHO;GOBIERNO REGIONAL;AYACUCHO;PARINACOCHAS;CORACORA;GD-5;3523;HOSPITAL DE APOYO DE CORACORA;II-1;SIN PRESUPUESTO;NO;NO;-1501339177;-7378244415;AV. NELLO CATANZARO  S/N
BIOLOGIA;SEDE CENTRAL;1;AYACUCHO;GOBIERNO REGIONAL;AYACUCHO;PARINACOCHAS;CORACORA;GD-5;6839;PUESTO DE  SALUD SAN MARCOS;I-3;SIN PRESUPUESTO;SI;NO;-1502192;-73783145;JR. CHALA S/N
BIOLOGIA;SEDE CENTRAL;1;AYACUCHO;GOBIERNO REGIONAL;AYACUCHO;PARINACOCHAS;CORACORA;GD-5;3718;PUESTO DE SALUD PAMPAMARCA;I-2;SIN PRESUPUESTO;SI;NO;-1456703939;-7356162993;CARRETERA PRINCIPAL AL CUSCO
BIOLOGIA;SEDE CENTRAL;1;AYACUCHO;GOBIERNO REGIONAL;AYACUCHO;PARINACOCHAS;PULLO;GD-5;3729;CENTRO DE SALUD RELAVE;I-3;SIN PRESUPUESTO;NO;NO;-1561289833;-74057845;CALLE SALUD S/N
BIOLOGIA;SEDE CENTRAL;1;AYACUCHO;GOBIERNO REGIONAL;AYACUCHO;PARINACOCHAS;PUYUSCA;GD-4;3524;CENTRO DE SALUD INCUYO;I-3;SIN PRESUPUESTO;NO;NO;-1525028667;-73569465;AV. SAN ISIDRO S/N
BIOLOGIA;SEDE CENTRAL;1;AYACUCHO;GOBIERNO REGIONAL;AYACUCHO;PAUCAR DEL SARA SARA;MARCABAMBA;GD-3;3696;CENTRO DE SALUD MARCABAMBA;I-3;SIN PRESUPUESTO;NO;NO;-1514891167;-7334065833;JR. MICAELA BASTIDAS S/N
BIOLOGIA;SEDE CENTRAL;1;AYACUCHO;GOBIERNO REGIONAL;AYACUCHO;SUCRE;QUEROBAMBA;GD-4;3808;CENTRO DE SALUD QUEROBAMBA;I-4;SIN PRESUPUESTO;NO;NO;-1400814;-7384390667;JR. CAHUIDE S/N
BIOLOGIA;SEDE CENTRAL;1;AYACUCHO;GOBIERNO REGIONAL;AYACUCHO;VICTOR FAJARDO;CANARIA;GD-5;3824;CENTRO DE SALUD CANARIA;I-3;SIN PRESUPUESTO;NO;NO;-1392633944;-7390488464;JR. AYACUCHO S/N
BIOLOGIA;SEDE CENTRAL;1;AYACUCHO;GOBIERNO REGIONAL;AYACUCHO;VICTOR FAJARDO;SARHUA;GD-5;3512;PUESTO DE SALUD SARHUA;I-3;SIN PRESUPUESTO;NO;NO;-13673445;-7431716667;PROLONGACION CHASQUI - SARHUA
BIOLOGIA;SEDE CENTRAL;1;AYACUCHO;GOBIERNO REGIONAL;AYACUCHO;VILCAS HUAMAN;VILCAS HUAMAN;GD-5;3847;CENTRO DE SALUD VILCASHUAMAN;I-4;SIN PRESUPUESTO;NO;NO;-1365732406;-7395321237;AV. DANIEL ALCIDES CARRION S/N
BIOLOGIA;SEDE CENTRAL;2;AYACUCHO;SANIDAD DE LA POLICIA NACIONAL DEL PERU;AYACUCHO;HUAMANGA;AYACUCHO;GD-4;11426;POLICLINICO POLICIAL DE AYACUCHO;I-3;SIN PRESUPUESTO;NO;NO;-1316803526;-7422945923;GRAU
BIOLOGIA;SEDE CENTRAL;2;AYACUCHO;SANIDAD DEL EJERCITO DEL PERU;AYACUCHO;HUAMANGA;ANDRES AVELINO CACERES D.;GD-3;29354;"CENTRO DE SALUD MILITAR DE LA SEGUNDA BRIGADA DE INFANTERIA ""WARI""";I-3;SIN PRESUPUESTO;NO;NO;-131638737;-742235641;EJERCITO
BIOLOGIA;SEDE CENTRAL;1;CAJAMARCA;GOBIERNO REGIONAL;CAJAMARCA;CAJABAMBA;CACHACHI;GD-5;4528;CACHACHI;I-3;SIN PRESUPUESTO;NO;NO;-745106642;-7826969192;CERCADO CACHACHI
BIOLOGIA;SEDE CENTRAL;1;CAJAMARCA;GOBIERNO REGIONAL;CAJAMARCA;CAJABAMBA;CAJABAMBA;GD-4;32422;VIRGEN DEL ROSARIO;I-3;SIN PRESUPUESTO;NO;NO;-7161621;-785093245;SUAREZ
BIOLOGIA;SEDE CENTRAL;2;CAJAMARCA;GOBIERNO REGIONAL;CAJAMARCA;CELENDIN;CELENDIN;GD-4;4466;DE APOYO CELENDIN;II-1;SIN PRESUPUESTO;NO;NO;-686815;-7814889;AV. TUPAC AMARU S/N
